id,uuid,url,photo_url,date,title,alt_title,creator,subject,back_id,back_text,back_text_source,address,source,geolocatable,user_notes,latLng,location,lastQuery,borough
104762,bd3a3d50-c5ee-012f-4b7b-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47d9-cb8b-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=104762&t=w,,"Staten Island Hospital New Building, Castleton Ave. Staten Island, N.Y. [old S.R. Smith Infirmary visible in background]",,,"{'name': [], 'temporal': [], 'geographic': ['Staten Island (New York, N.Y.)'], 'topic': []}",,,,"Staten Island Hospital  New Building, Castleton Ave. Staten Island, N.Y.",Staten Island post cards / Hospitals,Locatable,Got address of Staten Island Hospital from this news clip of demolition! https://www.youtube.com/watch?v=LxH6VS8cHmQ,"{""latLng"":""40.634663,-74.086732""}",null,101 Castleton Ave,Staten Island
729556f,7f4cc260-c55c-012f-f8cc-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8778-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=729556f&t=w,1937,Richmond: Rossville Avenue - Knesel Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (N.Y.)', 'New York (State)', 'Staten Island (New York, N.Y.)'], 'topic': ['Barns', 'Educational facilities', 'Farmhouses', 'Public schools']}",729556b,"Rossville Avenue, east side, south from Knesel Street, showing an old house and barns, No. 1013, and Public School No. 6, at Grover Street.
May 5, 1937
P. L. Sperr
",site,"Rossville Avenue & Knesel Street, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island",Locatable,"""Grover Street"" doesn't seem to exist any more.","{""latLng"":""40.55258632946352,-74.21227427116395""}","[40.552676, -74.212285]",,Staten Island
716093f,b5a51600-c547-012f-6268-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-1e5a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=716093f&t=w,1900,Manhattan: Amsterdam Avenue - Cathedral Parkway,"['Photographs of the Cathedral of St. John the Divine [during construction. Stone yard, June, 1900.]']",,"{'name': ['Cathedral of St. John the Divine (New York, N.Y.)'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Building construction']}",716093b,,,"Amsterdam Avenue & Cathedral Parkway, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.80397879245396,-73.96185670765685""}","[40.802988, -73.963863]",,Manhattan
730149f,84969dd0-c55d-012f-799b-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8c1a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730149f&t=w,1930,General view - Midtown and downtown Manhattan from Chrysler building,['[Consolidated Edison Company ; New York Life Insurance Company.]'],"Galloway, Ewing","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Insurance companies', 'Public utility companies']}",730149b,"A general view of midtown and downtown Manhattan as photographed southward from the Chrysler Building. In the right foreground are the clustered commercial structures below 34th Street rising on Fourth, Madison and Fifth Avenues. These are dominated by the outstanding New York Life Insurance Co. Bldg. To the east are Lexington, Third and Second Avenues, the first of which apparently terminating with the towered Consolidated Edison Co. Bldg. The famed Wall Street skyline is silhouetted against the Upper Bay. At the right margin is the North River and its Jersey shore.

1930

Ewing Galloway, photo",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",Locatable,View _from_ the Chrysler building; it's a panorama,"{""latLng"":""40.7516208,-73.97550199999999""}",null,Chrysler Building,Manhattan
708487f,8fa131b0-c53b-012f-a3b6-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-e2ee-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=708487f&t=w,,Manhattan: 5th Avenue - 32nd Street,,,"{'name': ['Waldorf-Astoria Hotel (New York, N.Y.)'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Hotels']}",708487b,"P.L. Sperr collection
Rec'd January 13, 1945
",site,"5th Avenue & 32nd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,"_Received_ 1945, but clearly depicts a much earlier time, maybe 1900s.","{""latLng"":""40.74737633122723,-73.98531088095093""}","[40.747165, -73.985504]",,Manhattan
722243f,61d4de80-c551-012f-885d-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-4e5d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=722243f&t=w,,Manhattan: Park Avenue - Vanderbilt Avenue,,Cross & Brown Company,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",722243b,"Received from Cross & Brown Co., March 1968 ",gpt,"Park Avenue & Vanderbilt Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Clearly same building depicted in this photo of 350 Park Ave by the current owner https://www.vno.com/office/property/350-park-avenue/3311665/landing,"{""latLng"":""40.75833790000001,-73.973889""}",null,350 Park Ave,Manhattan
1558311,f1448390-c5ec-012f-a121-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-cfa8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1558311&t=w,,35 East 72nd Street - Madison Avenue,['Central Hanover Bank vault'],Wurts Brothers,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Buildings, structures, etc', 'Historic buildings']}",,,,"35 East 72nd Street - Madison Avenue, Manhattan, NY","[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan",Locatable,,"{""latLng"":""40.771874,-73.9648502""}","[40.771783, -73.965442]",35 E 72nd St,Manhattan
729455f,57d7f5d0-c55c-012f-242f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-86ae-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=729455f&t=w,1938,Richmond: Richmond Terrace - Jersey Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': ['Business districts']}",729455b,"Richmond Terrace, east from (No. 472) a point east of Jersey Street.
June 11, 1938.
P.L. Sperr
",site,"Richmond Terrace & Jersey Street, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island",Locatable,,"{""latLng"":""40.64688,-74.0881946""}","[40.646657, -74.088944]",472 Richmond Ter,Staten Island
704559f,673f6540-c535-012f-247f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d0a8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=704559f&t=w,,Brooklyn: Fulton Street - Brooklyn Avenue,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",704559b,"Fulton St. at Brooklyn Ave. & westward, B'klyn.
May 14, 1942

P.L. Sperr, photographer
",site,"Fulton Street & Brooklyn Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,,"{""latLng"":""40.680097,-73.94397909999999""}","[40.680088, -73.943973]",Fulton Street & Brooklyn Avenue,Brooklyn
1691051,6b604c70-c6cc-012f-c53d-58d385a7bc34,https://digitalcollections.nypl.org/items/5f35a6a2-c33c-5f1c-e040-e00a18064c3c,https://images.nypl.org/?id=1691051&t=w,1925,Posters and advertisements on walls of Madison Square Garden,,Wurts Brothers,"{'name': ['Madison Square Garden (New York, N.Y.)'], 'temporal': [], 'geographic': ['New York', 'New York (State)'], 'topic': ['Advertising fliers', 'Buildings', 'Columns', 'Posters']}",,,,,"[Photographs of Madison Square Garden. New York, 1925]",Locatable,"Based on the colonnade, this is MSG 2, which was at 26th & Madison: https://en.wikipedia.org/wiki/Madison_Square_Garden_(1890)","{""latLng"":""40.7427736,-73.98660199999999""}",null,East 26th Street & Madison Avenue,Manhattan
705500f,e4abd2e0-c536-012f-b66b-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d802-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=705500f&t=w,"1938, 1939",Brooklyn: Lorraine Street - Columbia Street,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Building construction', 'Housing']}",705500b,"Lorraine Street, east from Columbia Street. The buildings on the north side of the street were later razed to make way for the low rent Red Hook Housing Project sponsored by the New York City Housing Authority. Views 2 and 3 show the new housing center under construction.
View 1: June 9, 1938
View 2: April 9, 1939
View 3: October 21, 1939
P. L. Sperr
",site,"Lorraine Street & Columbia Street, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,,"{""latLng"":""40.674725780881005,-74.00796722090149""}","[40.67462, -74.007699]",,Brooklyn
703901f,5f8f5ef0-c534-012f-5998-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-cb84-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=703901f&t=w,,Brooklyn: Cropsey Avenue - 25th Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",703901b,"Cropsey Ave., west from Twenty-fifth Ave., to its junction with Harway Ave.
March 1925.
Eugene L. Armbruster Collection.
",site,"Cropsey Avenue & 25th Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,,"{""latLng"":""40.5925482635734,-73.99277649073791""}","[40.592312, -73.993152]",,Brooklyn
720912f,46448f60-c54f-012f-d742-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-43f6-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=720912f&t=w,,Manhattan: Lewis Street - 4th Street (East),,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",720912b,"172 to 176 Lewis Street (left), at, adjoining and north of the N.E. corner of East 4th Street. The corner house (No. 172), also bears No. 395 of the latter street. Also shown is east 4th Street, north side, east from and including Lewis Street to the East River.

June 10, 1933.

P. L. Sperr.",gpt,"Lewis Street & 4th Street (East), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Old Streets from NYPL shows that Lewis St once extended further north from Williamsburg Bridge and did indeed intersect E 4th St,"{""latLng"":""40.720730901093965,-73.97650444746856""}",null,176 Lewis St,Manhattan
704240f,e6223350-c534-012f-4212-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-ce2a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=704240f&t=w,"1914, 1922",Brooklyn: Flatbush Avenue - Chester Court,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Farmhouses']}",704240b,"(1)
4612 Flatbush Ave., west side, north of Chester Ceurt, showin; the Gerritsen farmhouse, erected ky J. Birdsall, in 1800 on the site ef the Isaac Lefferts house, which was destroyed by the British in 1776.
1922.
Eugene L Armbruster Cellection.
(2)
The same, showing the ether side ef the heuse.
1922.
Eugene L. Arsmbruster Cellectien.
(3)
The same, showing a cleser view.
1922.
Eugene L. Armbruster Cellectien.
",site,"Flatbush Avenue & Chester Court, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,"According to https://www.prospectpark.org/visit-the-park/places-to-go/lefferts-historic-house/, the Isaac Lefferts house was near Maple and Flatbush (563 Flatbush).","{""latLng"":""40.6599675,-73.9604219""}","[40.658419, -73.96046]",563 Flatbush Ave,Brooklyn
711207f,f869e930-c53f-012f-ea11-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f82f-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=711207f&t=w,1937,Manhattan: 14th Street (East) - Avenue B,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Catholic churches']}",711207b,"

East 14th Street, west from Avenue B, showing pavement repairs under way through the co-operation of the City and the W.P.A.. View 2 is slightly west, being nearer to Avenue A. Note the Immaculate Conception Roman Catholic Church and school at the right.  The tower in the background is atop the Consolidated Edison Company Building.

May 17, 1937
No's.  1-2

W.P.A. Photo
Five Boroughs Project",site,"14th Street (East) & Avenue B, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.72974748347291,-73.9787908356903""}","[40.729409, -73.978028]",414 E 14th St,Manhattan
734694f,b439e670-c564-012f-4744-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-af7f-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734694f&t=w,"1930, 1931",North (Hudson) River - Pier 92,"['Department of Sanitation trucks.', '[Manhattan: 12th Avenue - 52nd Street (West).]']","Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Hudson River (N.Y. and N.J.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Piers & wharves']}",734694b,"(1)
North (Hudson) River, showing pier 92, off Twelfth Ave., at the foot of West 52nd Street. Department of Sanitation trucks are dumping garbage into a garbage scow. This pier was demolished between 1931 and 1934 to make way for a new 1000 foot dock to accommodate ocean liners.
P. L. Sperr.

(2)
The same, another view.
P. L. Sperr.

(3)
Another view at a later date. The 3 views are in a northwesterly direction as seen from the foot of East 51st Street.
May 29, 1931.
P. L. Sperr.",gpt,"Pier 92., Hudson River, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Topics",Locatable,"""Pier 92"" remains an accurate location, as does ""12th Ave & West 52nd Street"".","{""latLng"":""40.7680963,-73.9959714""}",null,12th Avenue & West 52nd Street,Manhattan
704527f,5a0c69b0-c535-012f-25c8-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d068-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=704527f&t=w,1941,Brooklyn: Fulton Street - Rockwell Place,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Elevated railroads', 'demolition']}",704527b,"1. Fulton St. west of Rockwell Pl. ""L"" demolition.
June 21, 1941
P.L. Sperr, photographer
Neg. A-162

2. Fulton St. at n.w. cor. of Rockwell Pl.
July 14, 1941
P.L. Sperr
Neg. A-247
",site,"Fulton Street & Rockwell Place, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,,"{""latLng"": ""40.68825,-73.979279""}","[40.68825, -73.979279]",,Brooklyn
722559f,df456390-c551-012f-7dff-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-50d5-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=722559f&t=w,,Manhattan: Perry Street - West Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",722559b,"Perry Street, south side, from West to Washington Streets, inclusive.
July 30, 1932.
P. L. Sperr.
",site,"Perry Street & West Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.734645426397584,-74.00923942195129""}","[40.734556, -74.010087]",,Manhattan
705398f,bb5ebf30-c536-012f-dbfd-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d736-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=705398f&t=w,1941,Brooklyn: Lefferts Place - Classon Avenue,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Brownstone buildings', 'Houses']}",705398b,"Lefferts Place, adjoining the northeast corner of Classon Avenue,
showing some remaining brownstones.
P. L. Sperr  September 6, 1941
",site,"Lefferts Place & Classon Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,,"{""latLng"":""40.68085495367849,-73.95822433862304""}","[40.680798, -73.958396]",,Brooklyn
727870f,e18a0dc0-c559-012f-536f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-7a4a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=727870f&t=w,1931,Queens: Ravenswood,,"Beals, A. Tennyson","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)', 'Ravenswood (New York, N.Y.)'], 'topic': ['Smokestacks']}",727870b,"Ravenswood
Photo by Mr. A. Tennyson Beals
Emergency Work Bureau
1931",gpt,"Ravenswood., Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,Located thanks to Bowery Boys podcast episode https://www.boweryboyshistory.com/2017/09/fall-ravenswood-old-aristocratic-queens.html#google_vignette,"{""latLng"":""40.7599072,-73.9451668""}",null,Ravenswood Generating Station,Queens
730461f,06cb9970-c55e-012f-c190-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8e89-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730461f&t=w,1929,General view - Wall Street - Northwest,['[Manhattan: Wall Street - Hanover Street ; 59 Wall Street - Wall and Hanover Building ; Federal Reserve Bank of New York ; Municipal Building ; National City Bank ; Transportation Building ; Woolworth Building.]'],"Sperr, Percy Loomis","{'name': ['David N. Dinkins Manhattan Municipal Building (New York, N.Y.)', 'Woolworth Building (New York, N.Y.)'], 'temporal': [], 'geographic': ['City Hall Park (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Banks', 'Monuments & memorials', 'Parks']}",730461b,"59 Wall Street, (Wall and Hanover Building); Hanover Street, east side, from Wall to Beaver Streets, (general view northwestward).

Two views across Wall Street towards Broadway and City Hall park, showing there the prominent Transportation, Woolworth and Municipal Buildings.

At the left margin is a portion of the National City Building (No. 52 Wall Street) overlooking the elongated Federal Reserve.

June 26, 1929
Views 1 and 2

P. L. Sperr",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",Locatable,There are many possible choices of location for this general view. This is Wall & Hanover.,"{""latLng"":""40.7060255,-74.0088244""}",null,Wall Street & Hanover Street,Manhattan
726218f,6aec06c0-c557-012f-cde5-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-6d68-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=726218f&t=w,1920,Queens: Broadway - Corona Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': ['Episcopal churches']}",726218b,"Broadway, at the N. E. corner of Corona Avenue, showing four views of the St. James P. E. Church and Parsonage. This edifice was erected on the site of the Dr. Jacob Ogden house. He donated it in 1761. Evidently the property was expressly left to him for this purpose by the last will of William Sackett. The structure was opened in 1848 and consecrated on November 15, 1849. A town clock was also placed in one of the spires. On March 30, 1871 it was reopened after being enlarged. It is said that this parish was organized in 1704. View 4, taken in the opposite direction, shows beyond the church, another which is the First Reformed Church
of Newtown.
1920i
Views 1,2,3,4
Eugene L. Armbruster Collection
",site,"Broadway & Corona Avenue, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,St. James Episcopal Church,"{""latLng"":""40.739866485354696,-73.87807893254087""}","[40.739395, -73.877918]",,Queens
709634f,6fdb4ab0-c53d-012f-d1e2-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-ebe5-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=709634f&t=w,"1932, 1933",Manhattan: 7th Avenue South - Perry Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses', 'Gasoline pumps', 'Hospitals']}",709634b,"Seventh Avenue South, at N. E. corner of Perry Street, showing in background St. Vincent's Hospital.
March 15, 1932.
P.L. Sperr,Photographer.
Seventh Avenue South, at N. E. corner of Perry Street.
February 18, 1933.
P.L. Sperr, Photographer.
",site,"7th Avenue South & Perry Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.73587523045412,-74.00144502943039""}","[40.735798, -74.001555]",,Manhattan
1508239,fca09850-c5ce-012f-c344-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-0462-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1508239&t=w,"1887, 1986",57th Street (East) #207,['Sutton Theatre'],,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1508240,,,"57th Street (East) #207, Manhattan, NY","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Manhattan",Locatable,"Sutton Theatre has since been demolished, in 2005 https://cinematreasures.org/theaters/308/","{""latLng"":""40.7602847,-73.9668148""}","[40.765757, -73.980536]",207 E 57th St,Manhattan
1557923,8888ec30-c5ec-012f-d9c2-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-ef22-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1557923&t=w,1916,Fifth Avenue - West 42nd Street,['The New York Public Library Building'],Wurts Brothers,"{'name': ['New York Public Library. Humanities and Social Sciences Library'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Buildings, structures, etc', 'Historic buildings', 'Libraries']}",,,,"Fifth Avenue - West 42nd Street, Manhattan, NY","[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan",Locatable,,"{""latLng"": ""40.753488,-73.980894""}","[40.753488, -73.980894]",,Manhattan
711802f,ec68b020-c540-012f-9bb1-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-fcd9-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=711802f&t=w,,Manhattan: 25th Street (West) - 7th Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",711802b,"(1)
247-207 West 25th Street, north side, west of Seventh Avenue. Bethel Chapel, in the centre, will soon be demolished, as will the house at the left 247 West 25th Street. The 12 story building at the right, is the Graphic Arts Building.
About 1914.
Bethel A.M.E. Church

(2)
A closer view of Bethel Chapel, 233-245 West 25th Street.
1915.
",site,"25th Street (West) & 7th Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.7458535,-73.9953583""}","[40.74539, -73.994709]",207 West 25th Street,Manhattan
1113250,7038fdf0-c6ca-012f-c723-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-9a7b-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1113250&t=w,,"No. 251, Coleman, Tailor, Little Shop - Pennsylvania Railroad Co. - No. 265 Calumet Club.]",,Welles & Co.--Publisher,"{'name': [], 'temporal': [], 'geographic': ['Fifth Avenue (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Antique stores', 'Buildings', 'Merchandise displays', 'Stores & shops', 'Streets']}",,,,,"Fifth Avenue, New York, from start to finish.",Locatable,251 5th Avenue gives a good location. This whole collection could be treated specifically. I think it must be looking to the east based on the decreasing addresses from left to right.,"{""latLng"":""40.74494218209529,-73.98697822698364""}",null,251 5th Ave,Manhattan
730376f,e27973b0-c55d-012f-81e2-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8ddf-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730376f&t=w,1930,General view - [Manhattan - Irving Place - Between 14th and 20th Streets (East).],['[4 Irving Place - Consolidated Edison Building.]'],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': []}",730376b,"A general view, south from 4 Irving Place, at the S.E. corner of 15th Street, between Third Ave., and Union Square East. (Irving Place extends from 14th Street, north to 20th Street). (Union Square East is a continuation south of Fourth Ave.).

September 23, 1930.

P. L. Sperr.",gpt,"Irving Place - Between 14th and 20th Streets (East)., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Topics",Locatable,,"{""latLng"":""40.7340863,-73.9879666""}",null,4 Irving Pl,Manhattan
3985221,096657e0-c5d8-012f-89e4-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4cc1-146a-e040-e00a180610a2,https://images.nypl.org/?id=3985221&t=w,,"Tenements & storefronts; Sam Fisher Tailor, Ave C Tire, Schlesinger's Bakery: 25-31 Av C-E. 2nd St-E. 3rd St, Manhattan",,New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 8,Locatable,,"{""latLng"":""40.721404468835175,-73.98087842830458""}",null,31 Ave. C,Manhattan
721087f,87fc8ac0-c54f-012f-80b6-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-4554-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=721087f&t=w,1929,Manhattan: Lexington Avenue - 92nd Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses', 'Dairy products industry']}",721087b,"Lexington Avenue at S. W. corner of 92nd Street.
March 29, 1929.
P.L. Sperr,Photographer.
The New York
Public Library
Astor, Lenox, and
Tilden Foundations
",site,"Lexington Avenue & 92nd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.783292752562545,-73.9529458392868""}","[40.783309, -73.952801]",,Manhattan
704319f,05769a40-c535-012f-78c2-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-cec8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=704319f&t=w,1922,Brooklyn: Flatbush Avenue - Kings Highway,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Farmhouses']}",704319b,"Flatbush Ave., west side, between Kings Highway and Flatlands Ave.. now (1936), approximately 78-84 Flatbush Ave.  This was known as the Peter Lott house, after Peter Lott who settled in Flatbush about 1650. His descendants, Johannes E. and Abraham Lott, purchased it from Aert Willenoss,
early in the 18th century. It has been razed.
1922.
Eugene L. Armbruster Collection.
",site,"Flatbush Avenue & Kings Highway, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,,"{""latLng"":""40.62168514977389,-73.93626273306577""}","[40.622393, -73.93665]",Flatbush Avenue & Kings Highway,Brooklyn
725388f,4ec561a0-c556-012f-83f7-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-66f1-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=725388f&t=w,1938,Queens: 50th Avenue - 21st Street,,Somach Photographic Company,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': ['Freight terminals']}",725388b,"50th Avenue, west from 21st Street. Directly across the street from the garage, where automobiles are parked, was later constructed a broad concrete approach to the Queens-Midtown Tunnel.

November 21, 1938

New York City Tunnel Authority
CREDIT LINE IMPERATIVE
",site,"50th Avenue & 21st Street, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,,"{""latLng"":""40.7416485,-73.94951750000001""}","[40.741716, -73.949493]",50th Avenue & 21st Street,Queens
