id,uuid,url,photo_url,date,title,alt_title,creator,subject,back_id,back_text,back_text_source,address,source,location
727041f,9d0051a0-c558-012f-77d3-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-73d1-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=727041f&t=w,1922,Queens: Jamaica Avenue - 152nd Street,[],,"{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (N.Y.)', 'New York (State)', 'Queens (New York, N.Y.)'], 'topic': ['Elevated railroads']}",727041b,"TWOMBLEY PLACE, father says a resident

Jamaica Ave., (elevated structure thereon), at the S.E. corner of 152nd Street, showing at the corner, the J. K. Lewis house of 1873 to 1891. Saul Miller was the owner in 1934. On the S.W. corner, (not seen in this view) stood the former Jamaica Hotel, alias Petit (?) Hotel until 1912.

1922.

Eugene L. Armbruster Collection.
",gpt,"Jamaica Avenue & 152nd Street, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",null
705717f,39c8d630-c537-012f-d1c4-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d9b4-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=705717f&t=w,1924,Brooklyn: Midwood Street - Bedford Avenue,[],"Vernam, W. B.","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Brownstone buildings', 'Houses']}",705717b,"163-165 Midwood Street, north side, between Bedford and Rogers Avenue, showing No. 163 at the left which was the home of Elizabeth F. Cunningham in 1924.

May 27, 1924.

W. B. Vernam
",gpt,"Midwood Street & Bedford Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.659711, -73.956823]"
704971f,0f09e0c0-c536-012f-22c7-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d3e0-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=704971f&t=w,1940,Brooklyn: Hopkinson Avenue - Dean Street,[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Athletic fields', 'Educational facilities', 'Missions', 'Public schools']}",704971b,"Hopkinson Avenue, east side, from Dean to Pacific Streets, showing the House of Good Shepherd. View 1,2 are east on Dean Street, across Hopkinson Avenue; view 3 is west on Pacific across the latter. In the foreground is a bell field of Public School No. 178.

P. L. Sperr

view 1: Neg. No. A-1009
view 2: Neg. No. A-1010
view 3: Neg. No. A-1011

July 13, 1940
Views 1-3
",gpt,"Hopkinson Avenue & Dean Street, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",null
707979f,bc0f36a0-c53a-012f-595f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-defb-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=707979f&t=w,,Manhattan: 2nd Avenue - 125th Street,[],,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",707979b,"Second avenue, west side, from 125th to 125th Streets, showing 2459 Second avenue, a three-story frame house on the S.W.corner of 126th Street.
1932.
J. Clarence Davies Collection,Museum of the City of New York.
Negative No. 262,
",site,"2nd Avenue & 125th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.802757, -73.933553]"
701867f,47fe50e0-c531-012f-8926-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-aeb7-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=701867f&t=w,,Bronx: Stillwell Avenue - Gunther Avenue,[],"Day, Joseph P.","{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",701867b,"Stillwell Ave. (right), north side, east from Gunther to Wickham Aves., showing new homes in the residential development known as Pelham Parkway Gardens. Also shown (left) is the east side of Gunther Ave., north from Stillwell to Astor Aves.

About 1923.

Joseph P. Day.
",gpt,"Stillwell Avenue & Gunther Avenue, Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx","[40.857469, -73.836293]"
734268f,faa0cd30-c563-012f-5897-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-ac2c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734268f&t=w,1940,Harlem River - Bronx - Depot Place - 167th Street (West).,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Harlem River (N.Y.)', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Boats', 'Rivers']}",734268b,,,"Depot Place - 167th Street (West)., Harlem River, Bronx, NY","Photographic views of New York City, 1870's-1970's / Topics",null
708231f,28b66520-c53b-012f-3e25-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-e0f2-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=708231f&t=w,,Manhattan: 4th Avenue - 23rd Street,['[Academy of Design]'],,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",708231b,"Academy of Design
Fourth Ave. & 23rd St.
NYC
Torn down in 1901.
",gpt,"4th Avenue & 23rd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.740165, -73.98631]"
710721f,3111c800-c53f-012f-40c8-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f462-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=710721f&t=w,,Manhattan: 11th Avenue - 50th Street (West),[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",710721b,"Eleventh Avenue, north from 50th Street, showing demolition of 708-10 Eleventh Avenue by the City.
March 18, 1935.

P. L. Sperr.
",gpt,"11th Avenue & 50th Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.76589, -73.994661]"
706727f,be2236a0-c538-012f-12d8-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-b47d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=706727f&t=w,1928,Brooklyn: Sheepshead Bay Road - 6th Street (West),[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Hotels', 'Vacant lots']}",706727b,"Sheepshead Bay Road, south side, between West 6th and 8th Streets, showing the Coney Island House, beyond the vacant lot.

October 1928.

Eugene L. Armbruster Collection.
",gpt,"Sheepshead Bay Road & 6th Street (West), Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.578921, -73.97495]"
724096f,646fcb40-c554-012f-9bf8-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5cd8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=724096f&t=w,1931,Manhattan: Washington Street - Dey Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Electric apparatus and appliances', 'Radios', 'Stores & shops']}",724096b,"Washington Street, north from and including Telegram Square (Dey Street) to Fulton Street. The view also shows Dey Street, west from and including Washington to West Streets.

April 19, 1931.

P. L. Sperr.
",gpt,"Washington Street & Dey Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",null
710519f,dca03b00-c53e-012f-a91e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f2ce-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=710519f&t=w,1931,Manhattan: 10th Avenue - 29th Street (West),[],"Sperr, Percy Loomis","{'name': ['Empire State Building (New York, N.Y.)'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Building construction', 'Department stores']}",710519b,"Tenth Avenue, at the N. E. corner of W. 29th Street, showing the New York Central Railroad's milk unloading yard site being pre- pared for the U. S. Parcel Post Building that is to rise here. This block site extends from 10th to 9th Avenues, between 29th to 30th Streets. Note the Empire State Building dominating the background. The white structure to the left is the recently erected Sears Roe- buck and Company building at the S. E. corner of 9th Avenue and W. 31st Street. This arose concurrent with the Empire State Build- ing.

June 2, 1931
Views 1,2

P. L. Sperr
",gpt,"10th Avenue & 29th Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.751441, -74.001445]"
720078f,03b01c40-c54e-012f-5a60-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-3d73-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=720078f&t=w,"1934, 1937",Manhattan: Grand Street - Lafayette Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Courthouses']}",720078b,"(1)
146 Grand Street (left) at the N.W. corner of Lafayette Street, showing the 1st District Municipal Court. Also shown (right) are Nos. 174 and 176 Lafayette Street, adjoining and north of the N.W. corner of Grand Street.
March 9, 1934.

P. L. Sperr.

(2)
A photo taken during the renovation period of this structure.
Note the classic adherence to former lines.
June 8, 1937.

W.P.A. photo
5 Boroughs Project
",gpt,"Grand Street & Lafayette Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.720034, -73.99908]"
3985118,ea018200-c5d7-012f-2ad9-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4c5a-146a-e040-e00a180610a2,https://images.nypl.org/?id=3985118&t=w,,Tenements & storefronts; J. Kantrowitz Kosher Meat: 123-131 [street unknown],[],New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 7,null
704526f,59afeb80-c535-012f-3917-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d066-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=704526f&t=w,1923,Brooklyn: Fulton Street - DeKalb Avenue,[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Business enterprises']}",704526b,"Fulton Street, at its intersection with De Kalb Ave., showing Browning King and Co., and the Fulton Street Elevated Lines of the B.M.T. This building was occupied by M. J. Kearney's Shoe store in 1880. Rickerley's Bros, restaurant, saloon and oyster bar was in the basement. A sign near the clock reads as follows: ""This clock may stop, but M. J. Kearney keeps on selling shoes for ever."" Browning, King and Co., opened here in 1890.

November 1923.

Eugene L. Armbruster Collection.
",gpt,"Fulton Street & DeKalb Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",null
730397f,eadadd10-c55d-012f-0561-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8e09-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730397f&t=w,1936,General view - [Manhattan - Lexington Avenue - 51st Street (East).],"['[570 Lexington Avenue - General Electric Building.]', ""International Building ; R.C.A. Building ; St. Patrick's Roman Catholic Cathedral.""]",,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Apartment houses']}",730397b,"570 Lexington Avenue, (General Electric Building) at the S.W. corner of E. 51st Street, (general view west).

Prominently shown are the No. 444 Madison Avenue, R.C.A. and International Buildings and St. Patricks Cathedral. In the foreground is an apartment house bearing No. 320-330 Park Avenue, and is on the west side of same, between E. 50th and 51st Streets.

1936

W. P. A.
Federal Writers Project
",gpt,"Lexington Avenue - 51st Street (East)., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Topics","[40.757131, -73.971964]"
709501f,38172b20-c53d-012f-a997-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-eadb-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=709501f&t=w,1939,Manhattan: 6th Avenue - 43rd Street (West),[],,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Parking lots']}",709501b,"Sixth Avenue, east side, from W. 43rd to 44th Streets, showing the former Hippodrome site. This has been cleared and will be utilized as an automobile parking lot. The photographer is viewing southeastward towards buildings on the north side of 44th Street that are east of the Avenue.

November 15, 1939

Nathan Schwartz
New York Public Library
",gpt,"6th Avenue & 43rd Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.755515, -73.983623]"
710894f,779b4e60-c53f-012f-b614-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f5bc-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=710894f&t=w,,Manhattan: 4th Street - Cooper Square,[],,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",710894b,"37 East 4th Street, north side, west of Cooper Square (The Bowery).

August 7, 1937.

Gift of Geo. D. Chinn.
",gpt,"4th Street & Cooper Square, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.727094, -73.991616]"
700523f,6207df60-c52f-012f-86f6-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a47f-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=700523f&t=w,1931,Bronx: Boston Road - 173rd Street (East),[],,"{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Educational facilities', 'Public schools']}",700523b,"Boston Road, west side, between E. 173rd Street and Suburban Place, showing the library in the Hermann Ridder Junior High School (P.S. 98).

Board of Education of the City of New York

December, 1931
",gpt,"Boston Road & 173rd Street (East), Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx","[40.836163, -73.889814]"
705641f,1c02e9b0-c537-012f-c953-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d91c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=705641f&t=w,,Brooklyn: McDonald Avenue - Kings Highway,[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",705641b,"(1)
1953 Mc Donald Ave., east side, north of King's Highway.
1922.
Eugene L. Armbruster Collection.

(2)
The same, at a later date.
March 1925.
Eugene L. Armbruster Collection.
",gpt,"McDonald Avenue & Kings Highway, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.604195, -73.972238]"
724302f,b7a34f20-c554-012f-a640-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5e74-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=724302f&t=w,1930,Manhattan: Watts Street - Canal Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Elevated railroads']}",724302b,"Watts Street, north side, east across Canal Street, from Greenwich Street.
June 3, 1930.

P. L. Sperr.
",gpt,"Watts Street & Canal Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.723962, -74.008467]"
710457f,c2ba0470-c53e-012f-67b9-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f252-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=710457f&t=w,"1932, 1933",Manhattan: 10th Avenue - 14th Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Bakeries', 'Cobblestone streets']}",710457b,"(1)
Tenth Avenue at N.E. corner of 14th Street, showing one-story building to be demolished for railroad right of way.
July 16, 1932.

P. L. Sperr.

(2)
The same, after demolition.
March 16, 1933.

P. L. Sperr.
",gpt,"10th Avenue & 14th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.742118, -74.008215]"
715795f,44cb1af0-c547-012f-abb4-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-1c06-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=715795f&t=w,,Manhattan: 184th Street (West) - Broadway,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",715795b,"(1)
West 184th Street, north side, east of Broadway.  The view shows the south side of a frame house, located at the rear of No. 4322 Broadway, adjoining the N.E. corner of West 184th Street.

November 3, 1934.

P. L. Sperr.

(2)
The same, from a different angle.

November 3, 1934.

P. L. Sperr.
",site,"184th Street (West) & Broadway, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.852108, -73.934775]"
1558113,5f67e450-c5ed-012f-fd9e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-f271-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1558113&t=w,,1 Sutton Place South - East 57th Street,[],Wurts Brothers,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Apartment houses', 'Buildings, structures, etc', 'Historic buildings']}",,,,"1 Sutton Place South - East 57th Street, Manhattan, NY","[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan","[40.758314, -73.962933]"
711023f,abd37140-c53f-012f-9c10-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f6be-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=711023f&t=w,,Manhattan: 10th Street (East) - Broadway,[],"Brown Brothers (New York, N.Y.)","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",711023b,"55-57 East 10th Street, at the N.W. corner of Broadway. Also shown is Broadway, west side, north from and including 10th Street, to and including lith Street.
About 1922.

Brown Brothers.
",gpt,"10th Street (East) & Broadway, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.731719, -73.991468]"
716728f,b73a7270-c548-012f-ac89-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-234c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=716728f&t=w,1956,Manhattan: Bowery - Canal Street,[],"Ogden, Beecher","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Barbershops', 'Clothing stores']}",716728b,"Bowery, no. 46. Sept. 8, 1956 Photographer: Beecher Ogden, 38 Monroe St., New York 2, N.Y.",gpt,"Bowery & 16th Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",null
702882f,ce405930-c532-012f-2ed0-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-c392-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=702882f&t=w,1931,Brooklyn: 84th Street - 18th Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Clubs']}",702882b,"1841 84th Street, north side, between 19th and 18th Aves. The view shows The Bensonhurst Branch of the Y. M. C. A. The building concerned is a frame house.

January 11, 1931.

P. L. Sperr.
",gpt,"84th Street & 18th Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.608344, -74.001309]"
702872f,caa71bf0-c532-012f-1a0f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-c37e-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=702872f&t=w,,Brooklyn: 84th Street - New Utrecht Avenue,[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",702872b,"(1)
1752 84th Street, south side, just west of New Utrecht Ave.
A view of the Van Brunt House.
1922.

Eugene L. Armbruster Collection.

(2)
The same, from a different angle.
1922.

Eugene L. Armbruster Collection.

(3)
The same, looking eastward.
1922.

Eugene L. Armbruster Collection.

(4)
The same, from New Utrecht Ave.
1922.

Eugene L. Armbruster Collection.
",gpt,"84th Street & New Utrecht Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.609161, -74.001845]"
721424f,149def40-c550-012f-855f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-47f7-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=721424f&t=w,,Manhattan: Madison Avenue - 69th Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",721424b,"Madison Avenue, west side, from 70th to 69th Streets. Taken from across clearing on former site of Presbyterian Hospital, east side of Madison Avenue from 70th to 71 Streets.
June 8, 1928.

P.L. Sperr, Photographer.
",gpt,"Madison Avenue & 69th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.769849, -73.966856]"
731693f,ef597a30-c55f-012f-8fbb-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-9822-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=731693f&t=w,"1931, 1932",Feast of Saint Anthony of Padua.,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Bridges', 'Celebrations', 'Children', 'Crowds', 'Feast of Saint Anthony of Padua (New York, N.Y.)']}",731693b,"(1)
Feast of St. Anthony of Padua, 1931, No. 7. The tower, in 106th Street just east of Second Avenue.
September 7, 1931.

P. L. Sperr.

(2)
Feast of St. Anthony of Padua, 1932 (Children's Feast), No. 1. This year, as the country neared the bottom of the depression of the 1930's, the Bruscianese colony could not afford their annual festival. The children, accordingly, decided to have one of their own. Here they are shown rallying around their tower at the N.E. corner of First Avenue and 106th Street, on Labor Day.
September 5, 1932.

P. L. Sperr.
",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",null
1664015,a98966f0-c637-012f-2229-58d385a7bc34,https://digitalcollections.nypl.org/items/5e66b3e8-efb4-d471-e040-e00a180654d7,https://images.nypl.org/?id=1664015&t=w,"1885, 1914","Apple blossoms, forsythia, old cabin on top of a hill in West Hills, L.I.",[],"Austin, D. B.","{'name': [], 'temporal': [], 'geographic': ['Huntington (N.Y.)', 'Long Island (N.Y.)', 'New York (State)'], 'topic': ['Apple trees', 'Trees']}",,,,,"[Collection of photographs taken by Daniel B. Austin and his associate, Adam Dove, depicting buildings, street scenes and Brooklyn and Long Island views, particularly Flatbush, Gravesend and New Utrecht, and generally for the period 1885-1914] / Vol. 4",null
728465f,d0878140-c55a-012f-ac3f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-7ef0-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=728465f&t=w,1936,Richmond: Baltic Street - Bay Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': ['Piers & wharves', 'Railroad tracks', 'Railroads', 'Trains']}",728465b,"(1)
Baltic Street (vantage point, not seen), east of Bay Street. The view is in a northerly direction along the new bed of the Staten Island Railroad. On the extreme right are piers lining the shore of Upper New York Bay.

May 16, 1936.

P. L. Sperr.

(2)
Along the bank of the new railroad bed.

May 16, 1936.

P. L. Sperr.
",site,"Baltic Street & Bay Street, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island","[40.631266, -74.07636]"
729493f,669987e0-c55c-012f-ad92-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-86fa-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=729493f&t=w,1931,Richmond: Richmond Terrace - Alaska Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': ['Apartment houses', 'Vacant lots']}",729493b,"1677 to 1691 (right to left), Richmond Terrace, north side, west of Alaska Street.

November 4, 1931

P. L. Sperr
",gpt,"Richmond Terrace & Alaska Street, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island","[40.639177, -74.121842]"
719003f,48a13570-c54c-012f-0714-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-350d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=719003f&t=w,1936,Manhattan: Clinton Street - Stanton Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Business districts', 'Electric apparatus and appliances', 'Fur trade', 'Radios', 'Stores & shops']}",719003b,"Clinton Street, east side, north from (No. 16), but not including Stanton, to and including East Houston Streets. Shown as a continuation is Ave. B, west side, north from East Houston Street.

January 14, 1936.

P. L. Sperr.
",gpt,"Clinton Street & Stanton Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.720193, -73.98448]"
700813f,c82f60e0-c52f-012f-7361-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a6c3-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=700813f&t=w,,Bronx: Creston Avenue - Burnside Avenue (East),[],,"{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",700813b,"Creston Ave., at the south side of East Burnside Ave. In the foreground, at the S.E. corner of the two thoroughfares appears a small public place under construction by the W.P.A. The two buildings, at the S.W. corner bear Nos. 2043 and 2039 (right to left).

November 12, 1936.

Works Progress Administration.
Federal Art Project photo.
",gpt,"Creston Avenue & Burnside Avenue (East), Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx","[40.852551, -73.905014]"
731819f,23761710-c560-012f-2f33-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-991e-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=731819f&t=w,"1923, 1924",Fulton fish market - [Trawler Sadie Nickerson.],[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Fulton Fish Market (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Fish', 'Fishing boats', 'Markets']}",731819b,"(1) Trawler ""Sadie Nickerson"", moored at Fulton Fish Market Dock.
About 1923.

P. L. Sperr.

(2) After frigid voyage; safe at Fulton Fish Market Dock.
About 1924.

P. L. Sperr.
",gpt,"Fulton fish market - [Trawler Sadie Nickerson.], Manhattan, NY","Photographic views of New York City, 1870's-1970's / Topics",null
3985221,096657e0-c5d8-012f-89e4-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4cc1-146a-e040-e00a180610a2,https://images.nypl.org/?id=3985221&t=w,,"Tenements & storefronts; Sam Fisher Tailor, Ave C Tire, Schlesinger's Bakery: 25-31 Av C-E. 2nd St-E. 3rd St, Manhattan",[],New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 8,null
728875f,73503040-c55b-012f-144b-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8224-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=728875f&t=w,1924,Richmond: Genessee Avenue - Waverly Place,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': ['Lutheran churches']}",728875b,"Genesse Avenue, in Eltingville, showing the Eltingville Lutheran Church.

1924.

P. L. Sperr.
",gpt,"Genessee Avenue & Waverly Place, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island",null
